	clusters	baseline_props	mean_props_Control	mean_props_Ischaemic	p_values	comb	ctrl	ischaemic	adjusted_p_values	-log10(adjusted-p-value)	correct
326	Myeloid	0.09729535194848886	0.059542230166516455	0.2700360318661423	0.0012411636646831163	['CK358', 'CK376']	CK358	CK376	0.00723762908080275	2.1404036776920785	True
327	Neuronal	0.014724175970332584	0.01441702568230473	0.004548113718553412	0.34428503656138953	['CK358', 'CK376']	CK358	CK376	0.6148854527517068	0.2112057815762569	True
328	Pericyte	0.06302760978586573	0.052304422125528584	0.033131580701377894	0.46617245342628005	['CK358', 'CK376']	CK358	CK376	0.6576705756928047	0.1819915881241827	True
329	Vsmcs	0.015091889185319637	0.008782216694414384	0.003299681661043161	0.5105219897043066	['CK358', 'CK376']	CK358	CK376	0.6617596562550566	0.1792997128483893	True
330	Adipocyte	0.0034928639170965278	0.00040824041654108925	0.0	0.5622037457331921	['CK358', 'CK372']	CK358	CK372	0.6748257291069631	0.17080836740454883	True
331	Cardiomyocyte	0.3536659650096767	0.36100985976944183	0.18325753319416338	0.005472738179865882	['CK358', 'CK372']	CK358	CK372	0.025254756100971748	1.5976568213513385	True
332	Cycling cells	0.004819072733300949	0.0016638715269214237	0.06309959264381187	0.00011129169112443499	['CK358', 'CK372']	CK358	CK372	0.0009292858949247123	3.0318506546964232	True
333	Endothelial	0.1754373790412744	0.16960929920655227	0.23958278288785567	0.1777227037923925	['CK358', 'CK372']	CK358	CK372	0.38572999388124646	0.41371658962591185	True
334	Fibroblast	0.24254971355431673	0.28744730082302095	0.2648009828886661	0.5595742419216256	['CK358', 'CK372']	CK358	CK372	0.6748257291069631	0.17080836740454883	True
335	Lymphoid	0.026678386651554056	0.011969620936544445	0.02163145780672495	0.4573312275398309	['CK358', 'CK372']	CK358	CK372	0.6576705756928047	0.1819915881241827	True
336	Mast	0.003916942317627011	0.004483851385479705	0.002545946812483042	0.595208785011124	['CK358', 'CK372']	CK358	CK372	0.6866174178903729	0.1632851837274436	True
337	Myeloid	0.09659734912447086	0.05467762326169406	0.13740966365869006	0.013089080334854536	['CK358', 'CK372']	CK358	CK372	0.05164814084389062	1.2869453069763321	False
338	Neuronal	0.014549744396382226	0.016974419072386934	0.003656892430619365	0.10887741211711426	['CK358', 'CK372']	CK358	CK372	0.26420968965385994	0.5780512590680599	True
339	Pericyte	0.0632493658100283	0.054906803643188076	0.061077315496912025	0.534940556034278	['CK358', 'CK372']	CK358	CK372	0.6647530442195204	0.1773396651513977	True
340	Vsmcs	0.015043217444272243	0.008983448301924655	0.008835010800704191	0.6442333669208	['CK358', 'CK372']	CK358	CK372	0.7047836685467123	0.15194416807815989	True
341	Adipocyte	0.0034615560955481178	0.00044114013285076806	0.0	0.4593824194193719	['CK358', 'CK373']	CK358	CK373	0.6576705756928047	0.1819915881241827	True
342	Cardiomyocyte	0.3474393654577965	0.3644877601616574	0.03866741862596462	3.857423057126551e-07	['CK358', 'CK373']	CK358	CK373	1.3335662568923219e-05	4.8749854019554455	True
343	Cycling cells	0.0072058441459202545	0.001836469233626011	0.1181636375080341	7.931949726152074e-07	['CK358', 'CK373']	CK358	CK373	2.1854151708902098e-05	4.660466046428634	True
344	Endothelial	0.1718475387037122	0.17629678505922408	0.11720788035336077	0.01842381933275552	['CK358', 'CK373']	CK358	CK373	0.06755400422010358	1.1703489033532026	True
345	Fibroblast	0.24925496309201778	0.2817628366305006	0.46475645821004014	0.00041319337096962596	['CK358', 'CK373']	CK358	CK373	0.0028166984725253373	2.5502596417353223	False
346	Lymphoid	0.026416334265584644	0.01258328362362772	0.014571673767943868	0.5349195331438559	['CK358', 'CK373']	CK358	CK373	0.6647530442195204	0.1773396651513977	True
347	Mast	0.0039123989424296604	0.004756501067622444	0.0027254166110299268	0.5773181304871219	['CK358', 'CK373']	CK358	CK373	0.6798588203303333	0.16758126364265638	True
348	Myeloid	0.09939938563110357	0.05903695181367848	0.21311399482723778	0.00011136070641659776	['CK358', 'CK373']	CK358	CK373	0.0009292858949247123	3.0318506546964232	True
349	Neuronal	0.01436583986673391	0.01784425436656122	0.0009211768785500875	0.007909980499290273	['CK358', 'CK373']	CK358	CK373	0.03358272422505695	1.4738840768721417	False
350	Pericyte	0.06181895985206241	0.05721296091130669	0.01786289946071718	0.011340118810809175	['CK358', 'CK373']	CK358	CK373	0.0453604752432367	1.3433224039733056	False
351	Vsmcs	0.014877813947090918	0.010377139028316643	0.004869123090856131	0.30336613048830124	['CK358', 'CK373']	CK358	CK373	0.5735515904544445	0.24142751160407572	True
352	Adipocyte	0.0035027217617221327	0.00039049674256977563	0.0	0.6071908082765461	['CK358', 'CK375']	CK358	CK375	0.692890906151359	0.1593351385283329	True
353	Cardiomyocyte	0.35213565507855993	0.3616998412664022	0.08726490068946598	8.088285260605014e-05	['CK358', 'CK375']	CK358	CK375	0.0007117691029332413	3.1476608681400338	True
354	Cycling cells	0.0038738710874675246	0.0017435433492708789	0.027113607853798315	0.016479993875081186	['CK358', 'CK375']	CK358	CK375	0.061831915004180574	1.2087873027026557	False
355	Endothelial	0.1777032042558456	0.17615760490191562	0.358616921397255	0.004404270464018194	['CK358', 'CK375']	CK358	CK375	0.021531988935200058	1.6669158520303602	False
356	Fibroblast	0.24184244711122108	0.28013228077144314	0.23667135974624004	0.2214656392794921	['CK358', 'CK375']	CK358	CK375	0.4541922432681109	0.34276028696926114	True
357	Lymphoid	0.02667635778795002	0.01171927030483912	0.018535909462033723	0.46488884723801716	['CK358', 'CK375']	CK358	CK375	0.6576705756928047	0.1819915881241827	True
358	Mast	0.0038893356427069157	0.0033427250313588022	0.0015751254211518403	0.5000089398945895	['CK358', 'CK375']	CK358	CK375	0.6612140079480363	0.1796579543896197	True
359	Myeloid	0.0965142892490412	0.059110473615778064	0.1390897750854009	0.013453568770999423	['CK358', 'CK375']	CK358	CK375	0.052512316815836464	1.2797388204458138	False
360	Neuronal	0.014536681925027837	0.01785876792909092	0.0016729550569818262	0.05678406504679165	['CK358', 'CK375']	CK358	CK375	0.16166757342733623	0.7913770802407958	True
361	Pericyte	0.06386861313868614	0.05703970243508204	0.08927010282675055	0.11095792312187289	['CK358', 'CK375']	CK358	CK375	0.2671822626417238	0.5731923766325459	True
362	Vsmcs	0.01545682296177162	0.008669135352334207	0.024377278736498073	0.2124893787848074	['CK358', 'CK375']	CK358	CK375	0.4376376992844544	0.3588852737724306	True
363	Adipocyte	0.0035860942790589705	0.0	0.0006540225165109673	0.7177337062029016	['CK374', 'CK161']	CK374	CK161	0.7354490897272863	0.13344738522844338	True
364	Cardiomyocyte	0.36373241973312415	0.46879112929451083	0.17789570131998722	0.013903333560116117	['CK374', 'CK161']	CK374	CK161	0.05340645589758889	1.2724062412630321	False
365	Cycling cells	0.0038902719188005797	0.00468729370903284	0.03861496795153662	0.15624397970134093	['CK374', 'CK161']	CK374	CK161	0.34731514298791233	0.4592762809774057	False
366	Endothelial	0.17046755305098177	0.11925353554549925	0.19864860814493823	0.3568162742706509	['CK374', 'CK161']	CK374	CK161	0.622248744384593	0.20603597106712784	True
367	Fibroblast	0.23654614294748133	0.22158036837796685	0.1379610583669717	0.3574073366506546	['CK374', 'CK161']	CK374	CK161	0.622248744384593	0.20603597106712784	True
368	Lymphoid	0.027504062372425496	0.011500461431365953	0.09537726706844352	0.05502400843214551	['CK374', 'CK161']	CK374	CK161	0.15947077892909237	0.797318884471838	True
369	Mast	0.0036181129779791397	0.0008000512032770097	0.0	0.6444561124097091	['CK374', 'CK161']	CK374	CK161	0.7047836685467123	0.15194416807815989	True
370	Myeloid	0.09735285406677499	0.05837960751019246	0.25624334642286806	0.016633096634886435	['CK374', 'CK161']	CK374	CK161	0.06192629824065411	1.2081248799727722	False
371	Neuronal	0.01424031634474533	0.007211686636460765	0.011946891504413628	0.6511481452058311	['CK374', 'CK161']	CK374	CK161	0.7057870760692478	0.1513262984317011	True
372	Pericyte	0.06390932304465809	0.060476905900806545	0.020071799331985267	0.3841340563252115	['CK374', 'CK161']	CK374	CK161	0.6323839566714367	0.19901915647772767	True
373	Vsmcs	0.015152849263970158	0.005455104003697354	0.015852142095262596	0.5312633483339879	['CK374', 'CK161']	CK374	CK161	0.6647530442195204	0.1773396651513977	True
374	Adipocyte	0.0035487116117329277	0.0	0.00020661157024793385	0.7707357060936357	['CK374', 'CK165']	CK374	CK165	0.7761445953208931	0.11005736237571544	True
375	Cardiomyocyte	0.36809961740452934	0.4670734075732411	0.6012826784684552	0.06400652635137076	['CK374', 'CK165']	CK374	CK165	0.1760179474662696	0.7544430475939543	False
376	Cycling cells	0.003857639631504321	0.0054702351804612375	0.011717098950832816	0.5843724640957481	['CK374', 'CK165']	CK374	CK165	0.6815331870417881	0.16651299148272425	False
377	Endothelial	0.17014012658127578	0.12029893610770065	0.1561418166631254	0.4382686162267179	['CK374', 'CK165']	CK374	CK165	0.6576705756928047	0.1819915881241827	True
378	Fibroblast	0.2349199559579541	0.22190005939311075	0.0965258971866202	0.030832110355028204	['CK374', 'CK165']	CK374	CK165	0.10813580733212791	0.966030473005448	True
379	Lymphoid	0.026845052795006454	0.01231478230514095	0.0059800554039162075	0.526746716680083	['CK374', 'CK165']	CK374	CK165	0.6647530442195204	0.1773396651513977	True
380	Mast	0.003580396536837686	0.0005774360256730849	0.0	0.5370319340520232	['CK374', 'CK165']	CK374	CK165	0.6647530442195204	0.1773396651513977	True
381	Myeloid	0.09598155937358903	0.06740841039624353	0.05291106067343611	0.540729095158652	['CK374', 'CK165']	CK374	CK165	0.6647530442195204	0.1773396651513977	False
382	Neuronal	0.014068106746512678	0.010205857080580793	0.001953118962420578	0.3053402988744355	['CK374', 'CK165']	CK374	CK165	0.5750377613043843	0.24030363533184138	True
383	Pericyte	0.06371046315439272	0.06390123627007238	0.03769084614482321	0.37117259773706346	['CK374', 'CK165']	CK374	CK165	0.6250512114512079	0.20408439875267576	True
384	Vsmcs	0.015248370206664924	0.007646976089731626	0.020996594646700655	0.3824294274742867	['CK374', 'CK165']	CK374	CK165	0.6323839566714367	0.19901915647772767	True
385	Adipocyte	0.003458880733804232	0.00010612256847016856	0.00037541646710479825	0.7028814267484929	['CK374', 'CK361']	CK374	CK361	0.7311365884934422	0.13600148201929282	True
386	Cardiomyocyte	0.355313715114005	0.4599738201654283	0.16580266320795284	1.669221143326121e-06	['CK374', 'CK361']	CK374	CK361	3.672286515317466e-05	4.435063442076711	True
387	Cycling cells	0.007615673101258541	0.006651391837907252	0.08492109185887177	7.858264310543936e-06	['CK374', 'CK361']	CK374	CK361	0.00011186470371480191	3.9513069233017606	True
388	Endothelial	0.16814301819938798	0.1307507403859709	0.12118625039886728	0.45182841851432753	['CK374', 'CK361']	CK374	CK361	0.6576705756928047	0.1819915881241827	True
389	Fibroblast	0.23962910981754595	0.2230402904026253	0.2950660571578316	0.04998201461350864	['CK374', 'CK361']	CK374	CK361	0.1490878298080134	0.826557807002712	True
390	Lymphoid	0.027571344208483846	0.014698697830629031	0.03630575718658703	0.04047508642039915	['CK374', 'CK361']	CK374	CK361	0.1323644718072513	0.8782285690400833	True
391	Mast	0.0035279049613080858	0.0009135406485167117	0.0009356966022536068	0.7048350389778888	['CK374', 'CK361']	CK374	CK361	0.7311365884934422	0.13600148201929282	True
392	Myeloid	0.10246263105016527	0.06788224759671369	0.22281002093628738	6.261999716904603e-05	['CK374', 'CK361']	CK374	CK361	0.0005902676219833888	3.228951038529785	True
393	Neuronal	0.013935224597166939	0.010390260544449527	0.00663296973604191	0.42895618845527916	['CK374', 'CK361']	CK374	CK361	0.6576705756928047	0.1819915881241827	True
394	Pericyte	0.06354063609660324	0.06733269908203263	0.050185413110935204	0.32628180269306306	['CK374', 'CK361']	CK374	CK361	0.5946920407777876	0.2257078739598086	True
395	Vsmcs	0.014801862120270882	0.00852805566267208	0.007323195762837752	0.6766198502585343	['CK374', 'CK361']	CK374	CK361	0.7181666831691461	0.14377474631578782	True
396	Adipocyte	0.003571317176632045	9.008910321480763e-05	0.0020493965900188907	0.34925023111736864	['CK374', 'CK363']	CK374	CK363	0.6169237659153519	0.2097684989940089	True
397	Cardiomyocyte	0.3622235738124201	0.4559856930326411	0.28519822543830253	0.002725151075344254	['CK374', 'CK363']	CK374	CK363	0.01449421011501779	1.8388054472311135	True
398	Cycling cells	0.004202925672935966	0.006565065249821792	0.019090631328576458	0.28000803936225926	['CK374', 'CK363']	CK374	CK363	0.5464673026263447	0.2624358185519242	False
399	Endothelial	0.17020679330027136	0.12621653924573156	0.16388025802916906	0.25157567513471063	['CK374', 'CK363']	CK374	CK363	0.5031513502694213	0.2983013574891631	True
400	Fibroblast	0.2409157543432831	0.2233108278321881	0.3679494735840244	0.008514334733516142	['CK374', 'CK363']	CK374	CK363	0.03583424357410272	1.4457017586301997	False
401	Lymphoid	0.026917438632606594	0.013787159616926569	0.017850873626454322	0.6183217261476714	['CK374', 'CK363']	CK374	CK363	0.6943566483885684	0.1584174018196838	True
402	Mast	0.0035323289978478525	0.0007185430538693802	9.46320967356292e-05	0.6250004779336256	['CK374', 'CK363']	CK374	CK363	0.697005141290034	0.15676401842185195	True
403	Myeloid	0.09528710894856679	0.06925011330390438	0.05115794366315368	0.5131882317692661	['CK374', 'CK363']	CK374	CK363	0.6617596562550566	0.1792997128483893	False
404	Neuronal	0.013996756183525156	0.010681523150348468	0.005098744659079283	0.4969684838942329	['CK374', 'CK363']	CK374	CK363	0.6612140079480363	0.1796579543896197	True
405	Pericyte	0.06396400611334643	0.06873768589005219	0.058892622056666316	0.5823193992108207	['CK374', 'CK363']	CK374	CK363	0.6815331870417881	0.16651299148272425	True
406	Vsmcs	0.015181996818564612	0.008101916884387304	0.015868695550284764	0.44379755914239094	['CK374', 'CK363']	CK374	CK363	0.6576705756928047	0.1819915881241827	True
407	Adipocyte	0.003515625	7.349069315914117e-05	0.0004589485523828957	0.6129672382950664	['CK374', 'CK365']	CK374	CK365	0.692890906151359	0.1593351385283329	True
408	Cardiomyocyte	0.3544609375	0.45552178366151164	0.010306889867101012	4.470685567050306e-09	['CK374', 'CK365']	CK374	CK365	1.081905907226174e-06	5.965810507944206	True
409	Cycling cells	0.0045625	0.006986220510645746	0.032542025350779324	0.04596130791311482	['CK374', 'CK365']	CK374	CK365	0.14444982486978944	0.8402829803558186	False
410	Endothelial	0.169796875	0.13028385834995318	0.15148030610493346	0.36000228483269264	['CK374', 'CK365']	CK374	CK365	0.6245200926846711	0.2044535845088934	True
411	Fibroblast	0.2388828125	0.2226718253728464	0.3035249545968724	0.07644312686662083	['CK374', 'CK365']	CK374	CK365	0.20217745029204634	0.6942672847482414	True
412	Lymphoid	0.028953125	0.012959235455930829	0.09028352046750748	0.0004952751765272362	['CK374', 'CK365']	CK374	CK365	0.003239367370799761	2.489539796644398	False
413	Mast	0.003984375	0.0008774500161144679	0.014394530761012346	0.03370728159470605	['CK374', 'CK365']	CK374	CK365	0.11488960768899807	0.9397192535348826	True
414	Myeloid	0.1021640625	0.06675300003065221	0.2878000020406759	6.341718252714095e-05	['CK374', 'CK365']	CK374	CK365	0.0005902676219833888	3.228951038529785	True
415	Neuronal	0.013875	0.009930831521185101	0.0010918905300497895	0.08914492040666494	['CK374', 'CK365']	CK374	CK365	0.22708495514118857	0.6438116377556077	True
416	Pericyte	0.0640859375	0.06661485888422357	0.0610157261850295	0.47699059724836856	['CK374', 'CK365']	CK374	CK365	0.6591010417046577	0.18104800195984685	True
417	Vsmcs	0.01571875	0.00768392131421892	0.033969099844385654	0.024115684845223216	['CK374', 'CK365']	CK374	CK365	0.08710441391856744	1.0599598370485115	True
418	Adipocyte	0.003702558491702939	0.0	0.009031263625281368	0.07914985555497994	['CK374', 'CK369']	CK374	CK369	0.2081985330902733	0.6815223347344359	True
419	Cardiomyocyte	0.3595287364523623	0.4691064426006242	0.0076548906862325666	1.6814993763149355e-08	['CK374', 'CK369']	CK374	CK369	1.6276913962728575e-06	5.788427932125122	True
420	Cycling cells	0.0050741700956956765	0.005970138110608661	0.09687113312141643	0.00031797633521251354	['CK374', 'CK369']	CK374	CK369	0.0023677007114285623	2.625673195356943	True
421	Endothelial	0.17321155325103663	0.1239590229184906	0.37370500375548166	0.0006670140591741044	['CK374', 'CK369']	CK374	CK369	0.004192659800522942	2.377510375552473	False
422	Fibroblast	0.2365435387579383	0.22483145679296332	0.20796586253818578	0.46582359447198385	['CK374', 'CK369']	CK374	CK369	0.6576705756928047	0.1819915881241827	True
423	Lymphoid	0.027931720698649794	0.012439588024383861	0.07927362883916289	0.005216862228908408	['CK374', 'CK369']	CK374	CK369	0.024754522733251662	1.6063454424414978	False
424	Mast	0.0035836326300850716	0.000722543352601156	0.0	0.575688120967258	['CK374', 'CK369']	CK374	CK369	0.679592806215007	0.1677512269743605	True
425	Myeloid	0.09701178951708171	0.06507467046317607	0.1218660236392396	0.06942056050111277	['CK374', 'CK369']	CK374	CK369	0.18876152405920552	0.7240865248243681	False
426	Neuronal	0.014421742818860056	0.009808431455776595	0.023696065717730516	0.35607438540492187	['CK374', 'CK369']	CK374	CK369	0.622248744384593	0.20603597106712784	True
427	Pericyte	0.06384733090724576	0.0635221869476012	0.0412589884586209	0.3699773251686382	['CK374', 'CK369']	CK374	CK369	0.6250512114512079	0.20408439875267576	True
428	Vsmcs	0.015143226379341785	0.007155088090627745	0.013196981257579385	0.47789561973266736	['CK374', 'CK369']	CK374	CK369	0.6591010417046577	0.18104800195984685	True
429	Adipocyte	0.003625204835667687	0.000105977108944468	0.0036960630343669787	0.10752371007298174	['CK374', 'CK371']	CK374	CK371	0.26283573573395536	0.5803155874495467	True
430	Cardiomyocyte	0.35350771418854154	0.4600605957945793	0.07767967635642783	8.064343501740532e-07	['CK374', 'CK371']	CK374	CK371	2.1854151708902098e-05	4.660466046428634	True
431	Cycling cells	0.00722722072782364	0.006527510270908635	0.0914024907967279	1.5101988495796457e-05	['CK374', 'CK371']	CK374	CK371	0.00018273406079913712	3.7381804945828256	True
432	Endothelial	0.17061651671149863	0.12891700734355369	0.17976441734793489	0.06234749149751586	['CK374', 'CK371']	CK374	CK371	0.17366634958002108	0.7602843243708454	True
433	Fibroblast	0.23921714126704388	0.222994319335036	0.29259425352876844	0.046452397870034384	['CK374', 'CK371']	CK374	CK371	0.14505135851030093	0.8384781993620793	True
434	Lymphoid	0.027672139257335436	0.013970949645992492	0.03909275038534539	0.052924401317707655	['CK374', 'CK371']	CK374	CK371	0.15524491053194248	0.8089826286014559	True
435	Mast	0.0037025013140401324	0.0008795994641702589	0.004614968763615147	0.18876640708146533	['CK374', 'CK371']	CK374	CK371	0.40071465362907555	0.39716477567589914	True
436	Myeloid	0.10280431623535231	0.06791146046436031	0.2531817643589934	6.04301703413725e-05	['CK374', 'CK371']	CK374	CK371	0.0005849640489044858	3.2328708242463295	True
437	Neuronal	0.013789691741644251	0.01053712330069398	0.0019810240231489563	0.10361642755760435	['CK374', 'CK371']	CK374	CK371	0.2571812868609257	0.5897606349262858	True
438	Pericyte	0.0628111183254491	0.06585969483273876	0.030388396851693825	0.03717628450730387	['CK374', 'CK371']	CK374	CK371	0.12485449747184309	0.9035958090032681	True
439	Vsmcs	0.015026435395603376	0.008574689286362862	0.010556445802875968	0.400263077766085	['CK374', 'CK371']	CK374	CK371	0.6447456160600475	0.19061160216001818	True
440	Adipocyte	0.0035658569199910855	0.0	0.0003167080418265253	0.7189147622796713	['CK374', 'CK376']	CK374	CK376	0.7354490897272863	0.13344738522844338	True
441	Cardiomyocyte	0.36100321563882964	0.46067419469632165	0.016006837250920607	4.181950558634717e-06	['CK374', 'CK376']	CK374	CK376	6.979531277169665e-05	4.156173742215513	True
442	Cycling cells	0.004544875672577923	0.005622208375548787	0.08131372229996806	0.007660668509343806	['CK374', 'CK376']	CK374	CK376	0.03281206688957878	1.483966411782003	True
443	Endothelial	0.17077111655894808	0.12073874422428996	0.2049817174992668	0.28923067305955696	['CK374', 'CK376']	CK374	CK376	0.5621993805655645	0.25010963723641416	True
444	Fibroblast	0.23786175936833392	0.22038661618189398	0.31666983300212936	0.14012046118143848	['CK374', 'CK376']	CK374	CK376	0.31690795893372065	0.49906685365415443	True
445	Lymphoid	0.027173740010824923	0.0127975763067525	0.02606281243680632	0.5392164583109512	['CK374', 'CK376']	CK374	CK376	0.6647530442195204	0.1773396651513977	True
446	Mast	0.0036136139323123947	0.0004866187250530203	0.0007956350402751294	0.7713337817135322	['CK374', 'CK376']	CK374	CK376	0.7761445953208931	0.11005736237571544	True
447	Myeloid	0.09843516189627177	0.06656786262360914	0.27756394125788986	0.0021051257071867664	['CK374', 'CK376']	CK374	CK376	0.01144809935144264	1.9412666102409355	True
448	Neuronal	0.014159954153268171	0.008767993877716446	0.00569713334661512	0.7084773967012901	['CK374', 'CK376']	CK374	CK376	0.7311365884934422	0.13600148201929282	True
449	Pericyte	0.06383520646948326	0.06315055095983856	0.037061059881066075	0.4998471046901456	['CK374', 'CK376']	CK374	CK376	0.6612140079480363	0.1796579543896197	True
450	Vsmcs	0.01503549937915884	0.006774296165356143	0.004006941796257094	0.7431092962087941	['CK374', 'CK376']	CK374	CK376	0.7524370279603688	0.12352984065597804	True
451	Adipocyte	0.003505552418595897	0.00019212295869356383	0.0	0.6652776258117936	['CK374', 'CK372']	CK374	CK372	0.712575543232524	0.1471690874318606	True
452	Cardiomyocyte	0.36002886002886003	0.4585842045374444	0.18248341149259797	0.00035037869223441745	['CK374', 'CK372']	CK374	CK372	0.002569443743052395	2.590160886579461	True
453	Cycling cells	0.005215195432586737	0.005526988578180502	0.06297129894556444	0.0019736949666481316	['CK374', 'CK372']	CK374	CK372	0.010855322316564723	1.9643572769329776	True
454	Endothelial	0.1721641884685363	0.13169407215253448	0.24242460205727118	0.021633028388861365	['CK374', 'CK372']	CK374	CK372	0.07872470481360076	1.1038889591203123	True
455	Fibroblast	0.23769527573875399	0.22602344144003916	0.2621697682056875	0.4083185272514748	['CK374', 'CK372']	CK374	CK372	0.6447456160600475	0.19061160216001818	True
456	Lymphoid	0.027024907459690068	0.012676135422153883	0.020778788657974615	0.47856831091703184	['CK374', 'CK372']	CK374	CK372	0.6591010417046577	0.18104800195984685	True
457	Mast	0.0036310308049438485	0.0006583255630800663	0.0027938501579965287	0.548611015892831	['CK374', 'CK372']	CK374	CK372	0.6688930604728826	0.1746433096744673	True
458	Myeloid	0.09770845096932053	0.06633565479895136	0.14090658448815002	0.03353026105211789	['CK374', 'CK372']	CK374	CK372	0.11488960768899807	0.9397192535348826	False
459	Neuronal	0.0139908400777966	0.009486143340640954	0.003225411181018536	0.39249411456092415	['CK374', 'CK372']	CK374	CK372	0.641780917052322	0.19261320051893066	True
460	Pericyte	0.06404887383148253	0.06489072456821425	0.058381091498726105	0.6233333479230997	['CK374', 'CK372']	CK374	CK372	0.6967513634983378	0.15692217272700154	True
461	Vsmcs	0.014986824769433466	0.007561053811570737	0.0074153184641036	0.663887231302541	['CK374', 'CK372']	CK374	CK372	0.712575543232524	0.1471690874318606	True
462	Adipocyte	0.0034735983214826903	0.00011869436201780412	0.0	0.6518322789317227	['CK374', 'CK373']	CK374	CK373	0.7057870760692478	0.1513262984317011	True
463	Cardiomyocyte	0.35363873023273884	0.4642847594750036	0.039097227035721806	1.9794461750036206e-07	['CK374', 'CK373']	CK374	CK373	7.983766239181269e-06	5.097792187467165	True
464	Cycling cells	0.007638807941873567	0.006724899764214339	0.11822228975736081	1.1991054017623258e-05	['CK374', 'CK373']	CK374	CK373	0.0001600864695802409	3.795645372858703	True
465	Endothelial	0.16854334226988382	0.12718399567237798	0.11562392741065992	0.4107143824710622	['CK374', 'CK373']	CK374	CK373	0.6447456160600475	0.19061160216001818	True
466	Fibroblast	0.24455841784201732	0.22098276008230372	0.4620896314118682	0.00036078288409296873	['CK374', 'CK373']	CK374	CK373	0.0025896201324135094	2.5867639372685556	False
467	Lymphoid	0.026755255080234682	0.013254293254265227	0.013845274611170142	0.5522794000658258	['CK374', 'CK373']	CK374	CK373	0.6716161548539188	0.1728788660189021	True
468	Mast	0.0036290165909002602	0.0006728951717430735	0.0029006886969403763	0.4294480755238204	['CK374', 'CK373']	CK374	CK373	0.6576705756928047	0.1819915881241827	True
469	Myeloid	0.10054784939969694	0.06579841748166125	0.2123863645159103	0.0006186144272653905	['CK374', 'CK373']	CK374	CK373	0.003992125103952653	2.3987958573884307	True
470	Neuronal	0.013808913237751097	0.011026465010425535	0.0010706235728976717	0.051778988635510434	['CK374', 'CK373']	CK374	CK373	0.15281116158284788	0.8158449230063746	True
471	Pericyte	0.06258693709445545	0.06603272548687114	0.017209100992815612	0.0030399660181049427	['CK374', 'CK373']	CK374	CK373	0.015992864703943396	1.7960737367739659	False
472	Vsmcs	0.014819131988965303	0.008302895234912207	0.004261468309855628	0.5072030312944236	['CK374', 'CK373']	CK374	CK373	0.6617596562550566	0.1792997128483893	True
473	Adipocyte	0.003515615783305937	0.00016366612111292958	0.0	0.6302759586070698	['CK374', 'CK375']	CK374	CK375	0.6985708434771314	0.15578954463773628	True
474	Cardiomyocyte	0.3584905660377358	0.4621750198632234	0.08312269614729417	7.749869331481865e-06	['CK374', 'CK375']	CK374	CK375	0.00011186470371480191	3.9513069233017606	True
475	Cycling cells	0.004254917536394881	0.006657138628568184	0.0259880933749651	0.13369697715010692	['CK374', 'CK375']	CK374	CK375	0.30379970394672184	0.517412653693666	False
476	Endothelial	0.17445948390445704	0.12685445508569126	0.3611128015961272	0.00011993773032765881	['CK374', 'CK375']	CK374	CK375	0.0009838959572641842	3.007050823901008	False
477	Fibroblast	0.23696194168954046	0.21890964084097905	0.23608340478357462	0.4531415336187471	['CK374', 'CK375']	CK374	CK375	0.6576705756928047	0.1819915881241827	True
478	Lymphoid	0.027023838549080983	0.01215277640312995	0.019157096116375436	0.48004449136354715	['CK374', 'CK375']	CK374	CK375	0.6591010417046577	0.18104800195984685	True
479	Mast	0.0036021298182418774	0.000683357263135038	0.001597678236196364	0.7018913402641231	['CK374', 'CK375']	CK374	CK375	0.7311365884934422	0.13600148201929282	True
480	Myeloid	0.09762715596907516	0.06644127833414656	0.14342605477833095	0.03897568419175184	['CK374', 'CK375']	CK374	CK375	0.1283281030531149	0.8916782254303296	False
481	Neuronal	0.013975949098287808	0.010357456039912954	0.0018608911442898808	0.16973495338959416	['CK374', 'CK375']	CK374	CK375	0.3717272282378442	0.4297756265815509	True
482	Pericyte	0.06468103848301572	0.0678440333563409	0.08900931599665718	0.3734778497338892	['CK374', 'CK375']	CK374	CK375	0.6250512114512079	0.20408439875267576	True
483	Vsmcs	0.015407363130864275	0.008238461407370517	0.027378908649888532	0.12495680240754103	['CK374', 'CK375']	CK374	CK375	0.28937364768062135	0.5385410212058895	True
